group_name,state,district_id,district_name,nces_id,exists_in_index,is_orphaned,has_nces,opp_count,opp_revenue,school_count,session_count,session_revenue,course_count,total_revenue,notes
ODYSSEY CHARTER SCHOOL (DISTRICT),,17592295250094,Odyssey Charter School (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ODYSSEY CHARTER SCHOOL (DISTRICT),,17592295327315,Odyssey Charter School (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ODYSSEY CHARTER SCHOOL (DISTRICT),,17592295348645,Odyssey Charter School (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
COBB COUNTY SCHOOL DISTRICT,GA,17592296970002,Cobb County School District,,True,False,False,0,0,115,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
COBB COUNTY SCHOOL DISTRICT,GA,17592284316102,Cobb County School District,,False,True,False,1,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BOWIE UNIFIED DISTRICT,AZ,17592296970282,Bowie Unified District,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BOWIE UNIFIED DISTRICT,AZ,17592284315488,Bowie Unified District,,False,True,False,1,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CRESTVIEW LOCAL SCHOOL DISTRICT,OH,17592295326596,Crestview Local School District,3905035,True,False,True,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CRESTVIEW LOCAL SCHOOL DISTRICT,OH,17592295352351,Crestview Local School District,3904643,True,False,True,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CRESTVIEW LOCAL SCHOOL DISTRICT,OH,17592295275156,Crestview Local School District,3904942,True,False,True,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SPRINGFIELD LOCAL SCHOOL DISTRICT,OH,17592295260843,Springfield Local School District,3904837,True,False,True,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SPRINGFIELD LOCAL SCHOOL DISTRICT,OH,17592295252974,Springfield Local School District,3904822,True,False,True,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SPRINGFIELD LOCAL SCHOOL DISTRICT,OH,17592295250583,Springfield Local School District,3905006,True,False,True,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
RINGLING PUBLIC SCHOOLS,OK,17592295326111,Ringling Public Schools,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
RINGLING PUBLIC SCHOOLS,OK,17592284311755,Ringling Public Schools,,False,True,False,1,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
DISCOVERY CHARTER SCHOOL (DISTRICT),,17592296984983,Discovery Charter School (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
DISCOVERY CHARTER SCHOOL (DISTRICT),,17592295209580,Discovery Charter School (District),,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
DISCOVERY CHARTER SCHOOL (DISTRICT),,17592295297964,Discovery Charter School (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
DISCOVERY CHARTER SCHOOL (DISTRICT),,17592296983202,Discovery Charter School (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
DISCOVERY CHARTER SCHOOL (DISTRICT),,17592296983122,Discovery Charter School (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CLARK COUNTY SCHOOL DISTRICT,NV,17592297178644,Clark County School District,,True,False,False,0,0,18,0,0,1,0,Non-canonical pattern -- needs manual review to determine correct merge target
CLARK COUNTY SCHOOL DISTRICT,NV,17592284311580,Clark County School District,,False,True,False,1,0,0,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
FRANKLIN TOWNSHIP SCHOOL DISTRICT,NJ,17592297178189,Franklin Township School District,,True,False,False,0,0,10,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
FRANKLIN TOWNSHIP SCHOOL DISTRICT,NJ,17592297177981,Franklin Township School District,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
FRANKLIN TOWNSHIP SCHOOL DISTRICT,NJ,17592297178254,Franklin Township School District,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
FRANKLIN TOWNSHIP SCHOOL DISTRICT,NJ,17592297177950,Franklin Township School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
PERRY LOCAL SCHOOL DISTRICT,OH,17592296950773,Perry Local School District,3904992,True,False,True,0,0,8,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
PERRY LOCAL SCHOOL DISTRICT,OH,17592296950764,Perry Local School District,3904578,True,False,True,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
PERRY LOCAL SCHOOL DISTRICT,OH,17592295274663,Perry Local School District,3904790,True,False,True,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
EASTERN LOCAL SCHOOL DISTRICT,OH,17592295231934,Eastern Local School District,3904603,True,False,True,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
EASTERN LOCAL SCHOOL DISTRICT,OH,17592296947651,Eastern Local School District,3904851,True,False,True,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
EASTERN LOCAL SCHOOL DISTRICT,OH,17592295203411,Eastern Local School District,3904912,True,False,True,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GREEN LOCAL SCHOOL DISTRICT,OH,17592295339929,Green Local School District,3905001,True,False,True,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GREEN LOCAL SCHOOL DISTRICT,OH,17592295284056,Green Local School District,3905055,True,False,True,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GREEN LOCAL SCHOOL DISTRICT,OH,17592295306867,Green Local School District,3904961,True,False,True,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
KEENE SCHOOL ADMINISTRATIVE UNIT 29 OFFICE,NH,17592296951846,Keene School Administrative Unit 29 Office,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
KEENE SCHOOL ADMINISTRATIVE UNIT 29 OFFICE,NH,17592284312537,Keene School Administrative Unit 29 Office,,False,True,False,1,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
NORTHWEST LOCAL SCHOOL DISTRICT,OH,17592295318414,Northwest Local School District,3904963,True,False,True,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
NORTHWEST LOCAL SCHOOL DISTRICT,OH,17592295320844,Northwest Local School District,3904736,True,False,True,0,0,11,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
NORTHWEST LOCAL SCHOOL DISTRICT,OH,17592295191176,Northwest Local School District,3904990,True,False,True,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
STEPHENS COUNTY SCHOOL DISTRICT,GA,17592295190248,Stephens County School District,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
STEPHENS COUNTY SCHOOL DISTRICT,GA,17592284310835,Stephens County School District,,False,True,False,1,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
LIDGERWOOD 28 SCHOOL DISTRICT,ND,17592296968936,Lidgerwood 28 School District,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
LIDGERWOOD 28 SCHOOL DISTRICT,ND,17592284319036,Lidgerwood 28 School District,,False,True,False,1,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
QUEST ACADEMY (DISTRICT),,17592295338751,Quest Academy (District),,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
QUEST ACADEMY (DISTRICT),,17592295208348,Quest Academy (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
QUEST ACADEMY (DISTRICT),,17592295264552,Quest Academy (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WOODRIDGE SCHOOL DISTRICT 68,IL,17592295358096,Woodridge School District 68,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WOODRIDGE SCHOOL DISTRICT 68,IL,17592284317527,Woodridge School District 68,,False,True,False,1,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CAPITAL SCHOOL DISTRICT,DE,17592295301081,Capital School District,,True,False,False,0,0,13,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CAPITAL SCHOOL DISTRICT,DE,17592284311623,Capital School District,,False,True,False,1,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CRETE MONEE COMMUNITY UNIT SCHOOL DISTRICT 201U,IL,17592295290744,Crete Monee Community Unit School District 201U,,True,False,False,0,0,9,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CRETE MONEE COMMUNITY UNIT SCHOOL DISTRICT 201U,IL,17592284310710,Crete Monee Community Unit School District 201U,,False,True,False,1,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BUCKEYE LOCAL SCHOOL DISTRICT,OH,17592295289397,Buckeye Local School District,3904778,True,False,True,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BUCKEYE LOCAL SCHOOL DISTRICT,OH,17592295304222,Buckeye Local School District,3904847,True,False,True,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BUCKEYE LOCAL SCHOOL DISTRICT,OH,17592295273772,Buckeye Local School District,3904585,True,False,True,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BOSTON PUBLIC SCHOOLS,MA,17592295256523,Boston Public Schools,,True,False,False,0,0,117,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BOSTON PUBLIC SCHOOLS,MA,17592284319086,Boston Public Schools,,False,True,False,1,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ALEXANDRIA PUBLIC SCHOOL DISTRICT,MN,17592295272090,Alexandria Public School District,,True,False,False,0,0,9,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ALEXANDRIA PUBLIC SCHOOL DISTRICT,MN,17592284311374,Alexandria Public School District,,False,True,False,1,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HOLLAND CENTRAL SCHOOL DISTRICT,NY,17592297177255,Holland Central School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HOLLAND CENTRAL SCHOOL DISTRICT,NY,17592284311240,Holland Central School District,,False,True,False,1,0,0,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
